anonymous_user_id,role_category_x,device_type_x,auth_method,location_type,campus_zone,network_type,service_accessed,success,failure_reason,session_duration,academic_period_x,client_browser,client_os,role_category_y,device_type_y,academic_period_y,avg_key_dwell_time,avg_digraph_time,keystroke_rhythm_variance,typing_speed,pause_frequency,flight_time_consistency,avg_movement_speed,avg_click_duration,direction_change_frequency,curvature_metric
user_b80d23368dc4,research,laptop,0,0,3,2,0,True,,94,holiday,1,1,admin,desktop,holiday,105.9,234.23,31.34,65.1,0.199,0.827,478.77,151.43,0.346,0.581
user_3fed8c9f629e,research,tablet,2,0,4,1,0,False,,110,exam,0,2,faculty,tablet,exam,82.37,232.48,25.8,65.7,0.258,0.837,373.69,154.57,0.297,0.331
user_52a3e9995c8e,undergraduate,desktop,2,0,1,1,3,True,,79,holiday,0,0,research,laptop,holiday,96.96,208.48,34.05,71.27,0.152,0.832,394.81,109.85,0.124,0.41
user_f19c350bbba8,admin,desktop,0,0,3,2,3,True,,19,regular_term,1,2,admin,desktop,regular_term,97.74,245.64,35.35,50.55,0.291,0.721,456.81,122.23,0.343,0.269
user_7749e474ad06,undergraduate,desktop,1,1,2,1,0,True,,96,regular_term,1,1,undergraduate,desktop,regular_term,119.53,248.45,21.98,47.09,0.228,0.782,372.71,102.46,0.125,0.266
user_384b35047c63,research,laptop,1,1,4,0,1,True,,67,holiday,2,0,undergraduate,mobile,holiday,101.18,224.94,20.47,45.16,0.26,0.896,316.42,129.31,0.269,0.284
user_92160b140352,graduate,desktop,2,0,1,0,1,True,,63,regular_term,2,2,admin,desktop,regular_term,104.36,209.18,26.63,64.81,0.23,0.74,512.87,111.54,0.105,0.384
user_23eef278d39a,admin,laptop,0,0,3,1,1,True,,29,holiday,0,1,admin,mobile,holiday,90.75,242.85,45.12,60.76,0.081,0.842,316.15,102.85,0.212,0.417
user_44051ea41795,graduate,desktop,2,0,0,1,2,True,,64,exam,1,2,undergraduate,laptop,exam,89.53,169.92,21.84,86.46,0.145,0.935,569.49,136.3,0.37,0.401
user_969d9b16891c,research,laptop,3,1,2,1,3,True,,71,holiday,1,1,faculty,mobile,holiday,111.99,181.41,27.8,76.92,0.141,0.844,506.18,175.49,0.174,0.446
user_13e25631bc97,graduate,mobile,0,0,4,1,2,True,,7,regular_term,2,0,admin,tablet,regular_term,107.0,165.44,52.24,47.88,0.07,0.775,465.44,108.29,0.361,0.419
user_266895042f70,undergraduate,tablet,2,0,2,0,3,True,,20,holiday,0,1,research,tablet,holiday,101.84,212.6,45.99,66.15,0.268,0.783,493.8,173.17,0.249,0.236
user_c18fcd3b5f76,admin,laptop,1,0,4,2,2,True,,41,exam,0,1,graduate,laptop,exam,106.48,224.87,39.95,68.95,0.242,0.747,598.58,171.04,0.261,0.227
user_f9e3f6abfef9,research,desktop,3,1,1,2,2,True,,49,regular_term,2,0,research,mobile,regular_term,108.06,177.75,31.79,55.9,0.057,0.942,406.16,161.47,0.306,0.278
user_1fc3c9273374,faculty,mobile,3,1,2,1,0,True,,26,holiday,2,1,graduate,mobile,holiday,107.84,164.54,58.43,89.36,0.267,0.709,402.5,103.92,0.152,0.294
user_bddd5d480ab8,graduate,tablet,0,0,2,1,3,False,,33,regular_term,2,1,admin,desktop,regular_term,94.43,162.27,50.77,79.06,0.293,0.873,399.37,111.26,0.286,0.269
user_aa2e60b6662d,faculty,desktop,2,0,4,1,2,True,,120,regular_term,1,0,graduate,laptop,regular_term,92.34,227.9,25.35,49.74,0.261,0.793,549.31,129.0,0.375,0.202
user_b40250cb7f09,admin,mobile,1,1,0,0,1,True,,106,exam,0,0,admin,laptop,exam,87.07,191.41,30.76,81.29,0.137,0.756,327.1,121.99,0.119,0.399
user_f749f620b903,admin,mobile,3,0,1,0,1,True,,42,exam,0,0,faculty,mobile,exam,84.68,152.65,39.56,49.46,0.263,0.749,382.1,154.12,0.258,0.343
user_955e2cdb169f,research,laptop,3,0,4,0,2,False,,116,holiday,2,1,faculty,laptop,holiday,87.87,189.27,43.66,68.75,0.222,0.921,341.23,130.08,0.17,0.359
user_2d0a667af01a,admin,laptop,2,0,1,2,3,True,,38,holiday,0,2,faculty,desktop,holiday,101.76,248.88,34.13,75.87,0.184,0.786,337.57,162.01,0.354,0.316
user_6aad62d27d31,research,tablet,1,0,4,1,3,True,,76,regular_term,0,1,research,laptop,regular_term,111.92,169.25,54.99,72.44,0.19,0.867,527.18,142.14,0.114,0.428
user_9d77ef9b00c8,research,tablet,1,1,1,1,1,True,,107,exam,0,2,undergraduate,tablet,exam,103.44,159.48,42.32,79.31,0.229,0.728,392.4,165.49,0.212,0.464
user_6c0a929aeb08,graduate,tablet,3,1,3,1,3,True,,106,holiday,0,0,graduate,desktop,holiday,115.91,224.0,41.85,40.05,0.21,0.804,485.05,178.89,0.138,0.261
user_868b2170b5a5,graduate,laptop,3,1,3,1,1,True,,103,regular_term,2,2,faculty,desktop,regular_term,91.5,185.02,28.85,85.61,0.133,0.928,347.22,134.1,0.226,0.312
user_0f583241efe3,admin,laptop,1,0,1,0,2,True,,87,regular_term,2,2,faculty,tablet,regular_term,90.83,189.3,41.87,51.13,0.278,0.7,335.85,173.68,0.367,0.428
user_db912cf75397,graduate,mobile,0,1,3,1,1,False,,90,regular_term,2,1,admin,desktop,regular_term,91.77,162.68,37.2,81.22,0.11,0.782,511.88,152.78,0.32,0.365
user_93d074deb80b,admin,desktop,0,0,4,0,2,True,,51,holiday,2,2,faculty,mobile,holiday,110.02,196.01,24.01,69.51,0.179,0.906,595.04,133.25,0.143,0.249
user_da4b22406893,faculty,desktop,2,0,3,2,0,True,,66,regular_term,0,2,faculty,laptop,regular_term,109.2,204.63,28.44,47.07,0.172,0.797,413.96,104.85,0.273,0.416
user_e4bbda602050,graduate,tablet,2,0,4,1,0,True,,12,exam,2,1,research,laptop,exam,96.74,161.95,49.5,57.76,0.267,0.866,598.32,156.86,0.352,0.548
user_fda7313ec0e6,undergraduate,mobile,2,1,0,1,3,True,,37,exam,1,1,faculty,tablet,exam,109.29,246.79,23.87,48.13,0.062,0.824,351.29,115.03,0.258,0.471
user_cc7bb1dee1fa,faculty,desktop,3,0,1,0,2,True,,79,exam,2,0,research,laptop,exam,88.98,210.85,40.74,83.41,0.228,0.88,518.89,124.1,0.103,0.592
user_aa6d43c6535c,faculty,tablet,3,0,3,0,2,True,,120,exam,2,1,graduate,desktop,exam,96.75,156.54,59.51,46.23,0.084,0.916,568.49,152.79,0.263,0.515
user_7724cb84b414,faculty,tablet,2,0,2,2,3,True,,47,exam,2,2,admin,laptop,exam,117.54,173.77,49.54,61.31,0.24,0.756,546.17,174.14,0.302,0.434
user_d7eed7c48c9f,undergraduate,tablet,1,0,0,0,2,True,,98,regular_term,0,1,research,desktop,regular_term,109.19,176.94,45.53,81.01,0.179,0.872,430.64,108.12,0.105,0.448
user_9f075d0e996c,undergraduate,laptop,0,1,1,1,2,True,,49,regular_term,2,1,admin,tablet,regular_term,117.76,181.85,52.38,46.37,0.152,0.842,541.94,117.78,0.373,0.335
user_7f0e591826f9,admin,mobile,1,1,1,2,1,True,,15,regular_term,1,0,graduate,tablet,regular_term,110.7,175.26,29.79,60.16,0.061,0.809,591.66,153.73,0.114,0.303
user_3f239c56251e,undergraduate,tablet,0,0,1,0,3,True,,66,exam,2,0,admin,desktop,exam,119.73,233.37,57.02,42.54,0.185,0.925,379.64,120.54,0.117,0.44
user_2e1ab38736b5,graduate,desktop,1,0,0,2,2,True,,76,regular_term,1,2,graduate,tablet,regular_term,118.12,247.59,45.38,79.65,0.186,0.748,448.26,133.36,0.311,0.485
user_b85b500f7e8b,research,laptop,3,0,3,2,2,True,,79,regular_term,1,1,undergraduate,laptop,regular_term,89.42,223.01,55.9,89.62,0.253,0.774,556.7,178.01,0.364,0.471
user_680eada8c2ca,undergraduate,mobile,1,0,0,0,0,True,,67,holiday,1,1,undergraduate,mobile,holiday,103.74,179.14,40.44,87.94,0.259,0.92,518.81,120.06,0.276,0.294
user_7d1ebe125bcb,undergraduate,laptop,3,0,3,0,1,True,,14,holiday,0,2,research,tablet,holiday,84.01,195.51,28.16,78.66,0.127,0.772,592.79,100.5,0.364,0.25
user_6129abea6943,admin,mobile,2,1,3,0,2,True,,114,holiday,2,0,faculty,mobile,holiday,80.99,151.82,47.82,74.51,0.058,0.831,399.26,132.88,0.28,0.535
user_2432e9f03561,undergraduate,mobile,2,1,3,0,1,False,,26,exam,0,0,research,desktop,exam,81.99,230.78,25.41,63.44,0.257,0.857,334.86,176.47,0.344,0.502
user_9fcdb6a3d17a,undergraduate,tablet,3,0,1,2,2,True,,30,holiday,2,1,faculty,desktop,holiday,85.21,154.73,45.04,57.23,0.181,0.752,319.56,139.99,0.135,0.549
user_bd9e6634522f,faculty,laptop,1,1,0,2,1,True,,114,regular_term,0,0,undergraduate,tablet,regular_term,102.28,242.68,34.68,49.86,0.2,0.7,553.19,106.93,0.135,0.432
user_d28943e12322,faculty,laptop,0,1,2,0,3,True,,7,regular_term,2,0,admin,tablet,regular_term,108.83,240.69,21.45,83.13,0.106,0.75,545.59,157.99,0.389,0.559
user_35fa14edb8d8,admin,tablet,3,1,3,0,3,False,,49,regular_term,2,2,faculty,tablet,regular_term,110.92,209.59,45.99,82.34,0.178,0.853,576.55,135.97,0.166,0.27
user_412475639893,faculty,mobile,0,0,2,0,1,True,,37,exam,0,2,research,tablet,exam,118.25,159.64,37.31,86.99,0.16,0.753,599.68,145.33,0.232,0.438
user_19a628825197,admin,laptop,3,1,3,2,3,True,,65,holiday,2,1,research,mobile,holiday,115.19,232.05,49.72,78.88,0.217,0.884,348.07,121.32,0.255,0.55
user_b732d2689d5b,faculty,mobile,2,1,0,0,2,True,,42,regular_term,2,1,research,laptop,regular_term,92.9,241.83,54.44,74.84,0.231,0.93,434.0,145.46,0.206,0.599
user_c9523f326ba3,undergraduate,tablet,1,0,3,1,1,True,,53,holiday,2,1,undergraduate,tablet,holiday,113.18,210.13,50.31,44.96,0.066,0.808,380.53,166.44,0.137,0.573
user_cf3104860a98,research,desktop,0,0,2,2,3,False,,8,holiday,0,1,admin,laptop,holiday,89.83,195.78,32.29,79.3,0.064,0.858,359.3,169.17,0.137,0.349
user_6eb3c09aaaef,undergraduate,tablet,3,0,1,2,0,True,,86,exam,1,1,faculty,desktop,exam,107.72,172.59,54.34,73.15,0.11,0.837,374.55,168.67,0.29,0.315
user_1488805daf06,research,laptop,2,1,3,0,1,True,,85,regular_term,2,0,research,laptop,regular_term,86.19,202.84,28.86,58.46,0.215,0.729,372.0,112.2,0.379,0.43
user_260d75d91100,graduate,tablet,1,1,2,2,2,True,,44,regular_term,0,2,undergraduate,laptop,regular_term,92.79,166.49,34.17,69.66,0.163,0.813,462.29,136.64,0.394,0.553
user_1bd6b31f64eb,undergraduate,tablet,3,0,2,1,3,True,,33,regular_term,2,1,research,mobile,regular_term,109.8,240.05,34.08,65.33,0.119,0.837,552.7,124.94,0.127,0.232
user_e1b62596aae6,faculty,laptop,2,1,2,2,0,True,,20,exam,0,1,research,tablet,exam,95.59,180.84,35.47,71.25,0.164,0.938,452.2,104.58,0.243,0.494
user_c725e414fb0c,graduate,laptop,1,1,4,2,0,True,,76,regular_term,2,0,faculty,laptop,regular_term,108.0,159.58,39.8,84.63,0.06,0.737,307.28,154.98,0.363,0.581
user_ccfd91263bf3,faculty,desktop,2,0,0,0,0,False,,40,regular_term,0,0,faculty,mobile,regular_term,106.26,214.56,55.03,45.84,0.168,0.874,459.33,149.63,0.347,0.264
user_c2325e8c4554,undergraduate,tablet,1,0,1,2,2,True,,71,exam,0,1,faculty,tablet,exam,96.28,245.04,31.06,41.5,0.209,0.731,551.73,150.73,0.23,0.301
user_a8a23f15385d,undergraduate,desktop,2,1,1,2,2,True,,30,holiday,1,0,faculty,mobile,holiday,94.97,200.83,50.94,68.62,0.281,0.87,403.16,115.5,0.183,0.211
user_ba6c6cd747cb,undergraduate,desktop,2,0,2,1,2,True,,30,regular_term,2,2,undergraduate,laptop,regular_term,103.02,247.42,56.27,71.82,0.243,0.853,325.92,162.6,0.145,0.471
user_020fd56d0c2e,graduate,tablet,0,1,4,0,0,True,,64,exam,2,0,research,tablet,exam,119.71,210.68,23.16,73.62,0.129,0.83,586.97,177.88,0.161,0.335
user_4f3152c3d3f7,research,mobile,1,0,4,2,2,True,,106,regular_term,1,1,graduate,tablet,regular_term,88.4,174.97,50.69,75.56,0.079,0.807,427.08,165.39,0.128,0.568
user_72a0123c38fd,faculty,mobile,3,0,1,2,1,True,,56,exam,0,2,undergraduate,mobile,exam,83.52,153.92,20.61,60.7,0.19,0.839,419.83,120.21,0.357,0.4
user_9a0532e57640,undergraduate,desktop,2,0,4,0,1,True,,43,holiday,2,0,faculty,tablet,holiday,113.65,159.18,53.77,56.34,0.248,0.733,509.94,163.37,0.221,0.206
user_d07fde4b7a24,undergraduate,desktop,2,0,3,1,0,True,,116,holiday,2,0,research,desktop,holiday,100.77,228.35,42.06,86.61,0.247,0.727,441.16,171.98,0.243,0.213
user_49ce9c2f18a1,admin,mobile,0,0,1,1,0,True,,114,exam,0,2,graduate,laptop,exam,93.74,158.65,34.47,74.59,0.224,0.807,424.92,111.66,0.174,0.558
user_c1e4057e4b97,research,laptop,3,1,2,2,1,True,,95,exam,2,2,research,laptop,exam,93.42,243.39,58.68,51.82,0.241,0.887,403.17,140.13,0.184,0.221
user_c353f889ad86,undergraduate,laptop,0,0,2,0,3,True,,39,exam,0,1,faculty,desktop,exam,102.91,222.08,48.94,85.19,0.243,0.877,431.16,140.3,0.283,0.305
user_a3e4b6508d8a,research,desktop,0,1,0,0,3,False,,27,holiday,1,1,faculty,laptop,holiday,93.5,226.42,54.96,61.24,0.262,0.883,504.66,109.12,0.39,0.403
user_8b3e8bbe5c76,faculty,desktop,2,1,4,1,1,False,,108,holiday,0,2,undergraduate,laptop,holiday,88.57,204.82,30.21,61.31,0.273,0.743,586.34,132.21,0.294,0.587
user_173abfc63a12,graduate,laptop,3,1,4,0,3,True,,103,regular_term,0,1,undergraduate,mobile,regular_term,105.92,227.06,53.75,59.85,0.209,0.804,481.49,146.84,0.279,0.269
user_8669dea34e8d,research,tablet,1,1,1,2,0,True,,9,regular_term,2,1,admin,desktop,regular_term,118.6,190.77,49.1,58.55,0.101,0.922,480.44,128.85,0.238,0.539
user_1ab45c106b4e,graduate,mobile,1,0,4,2,3,True,,86,regular_term,2,0,undergraduate,desktop,regular_term,100.68,204.2,33.26,67.22,0.08,0.78,381.28,141.91,0.162,0.252
user_d26e2d64615c,admin,laptop,1,1,4,0,0,True,,70,exam,0,0,undergraduate,mobile,exam,115.79,240.88,38.64,81.67,0.071,0.863,458.68,141.62,0.287,0.333
user_1d4bb9927ab5,undergraduate,desktop,2,1,3,0,3,True,,118,exam,0,0,undergraduate,desktop,exam,97.22,245.5,28.91,49.6,0.282,0.887,468.3,162.7,0.15,0.229
user_c6de5d6d8924,undergraduate,mobile,3,0,1,0,0,True,,86,holiday,0,0,research,laptop,holiday,80.39,235.73,48.73,88.25,0.108,0.753,300.77,123.31,0.121,0.54
user_2aabb35e8580,faculty,tablet,3,0,2,1,2,True,,23,exam,0,1,admin,mobile,exam,87.03,169.31,57.1,74.78,0.123,0.725,569.9,178.47,0.167,0.203
user_f832037647a8,undergraduate,mobile,1,1,1,0,1,True,,37,exam,1,2,research,desktop,exam,106.04,246.41,31.56,50.81,0.156,0.737,343.34,176.25,0.218,0.319
user_8e26fc2f50f1,admin,laptop,3,1,0,1,2,True,,110,exam,0,1,undergraduate,desktop,exam,103.43,182.94,59.6,83.29,0.066,0.925,526.98,161.64,0.161,0.546
user_50f5f90108e9,faculty,laptop,1,0,1,0,0,True,,114,holiday,0,1,undergraduate,tablet,holiday,107.41,183.99,43.56,61.56,0.221,0.707,380.26,138.08,0.195,0.534
user_6b962779910e,graduate,laptop,1,1,4,0,2,True,,46,exam,2,1,research,mobile,exam,97.64,187.33,34.14,57.53,0.243,0.714,463.04,168.35,0.397,0.528
user_b1ea7070a38b,undergraduate,tablet,1,0,0,1,0,True,,73,holiday,1,1,research,laptop,holiday,88.51,225.31,24.99,89.72,0.258,0.936,562.79,163.68,0.306,0.569
user_9b5f5d1cf67f,admin,mobile,1,1,4,2,2,True,,5,regular_term,0,2,undergraduate,tablet,regular_term,111.18,194.11,52.64,81.37,0.153,0.859,388.08,114.53,0.182,0.279
user_542e7fad8f2a,research,laptop,3,1,0,1,3,True,,120,regular_term,2,2,admin,desktop,regular_term,82.12,221.48,36.32,46.62,0.199,0.903,533.89,145.21,0.398,0.539
user_5c901f919ec3,admin,mobile,1,0,3,2,3,True,,44,regular_term,0,1,research,laptop,regular_term,107.21,208.98,43.51,46.09,0.247,0.794,471.13,150.81,0.305,0.56
user_af244411e78c,graduate,tablet,0,0,2,0,0,True,,75,holiday,0,1,research,laptop,holiday,116.83,228.2,40.91,60.11,0.098,0.823,319.56,176.44,0.329,0.449
user_66352df1b887,undergraduate,desktop,3,1,0,2,1,True,,104,exam,2,0,research,laptop,exam,82.46,189.81,20.89,52.25,0.269,0.846,449.9,129.05,0.236,0.32
user_59582febde47,graduate,laptop,1,0,1,1,1,True,,118,regular_term,2,1,graduate,mobile,regular_term,89.43,159.71,21.47,71.26,0.063,0.81,559.29,112.73,0.142,0.202
user_dc2d8faeafd3,research,mobile,2,0,2,2,1,True,,30,regular_term,1,2,admin,laptop,regular_term,107.01,235.54,52.16,63.09,0.3,0.895,524.37,160.37,0.212,0.341
user_cc53f56b7ea9,admin,tablet,1,0,4,0,3,True,,80,regular_term,0,2,graduate,mobile,regular_term,91.53,193.56,38.11,40.04,0.243,0.83,583.96,148.26,0.149,0.444
user_a9617ff77c63,undergraduate,desktop,3,1,1,1,2,True,,42,exam,0,1,faculty,mobile,exam,93.55,218.58,45.56,46.39,0.226,0.79,393.15,127.8,0.331,0.443
user_dc9bd5bf6079,admin,tablet,2,1,3,1,1,True,,69,regular_term,0,1,undergraduate,laptop,regular_term,100.7,169.38,29.31,75.3,0.066,0.703,360.63,118.65,0.13,0.353
user_bcb31f42c174,research,laptop,1,0,1,2,0,True,,10,regular_term,2,1,admin,desktop,regular_term,82.71,200.47,25.39,88.18,0.14,0.803,340.46,161.59,0.382,0.493
user_8a5ae219804d,graduate,desktop,2,0,2,0,3,True,,33,exam,0,0,faculty,mobile,exam,84.24,166.82,57.46,58.36,0.153,0.8,455.9,168.51,0.185,0.52
user_364079183b26,research,desktop,1,0,1,2,3,True,,34,exam,2,1,undergraduate,mobile,exam,100.42,220.63,45.04,74.91,0.249,0.78,578.89,150.26,0.375,0.521
user_fa7cb6f8c270,research,tablet,0,0,1,1,2,True,,37,regular_term,1,1,admin,desktop,regular_term,90.78,162.5,22.99,42.19,0.277,0.893,445.9,151.68,0.299,0.482
user_a64a3b08ccbf,research,tablet,2,0,4,2,2,True,,52,exam,1,0,undergraduate,desktop,exam,113.57,196.83,29.94,84.96,0.07,0.758,570.05,146.73,0.384,0.521
user_33bfd5a6701c,admin,mobile,1,1,1,2,3,True,,85,exam,1,2,admin,desktop,exam,100.51,169.91,36.55,75.67,0.227,0.923,410.05,136.71,0.242,0.231
user_f727de30f1a6,admin,mobile,1,1,2,0,0,True,,114,regular_term,1,1,faculty,tablet,regular_term,87.47,219.65,51.89,52.86,0.133,0.929,445.51,158.29,0.108,0.527
user_e5a142eccef7,research,laptop,1,0,1,1,3,False,,101,regular_term,1,0,faculty,desktop,regular_term,109.35,179.39,37.97,85.73,0.275,0.947,348.71,147.69,0.144,0.391
user_dfd38bd0b26c,undergraduate,tablet,1,0,0,2,2,True,,8,exam,1,1,graduate,desktop,exam,105.94,230.77,55.92,40.29,0.101,0.725,413.38,157.79,0.298,0.469
user_f7ce4419af95,research,mobile,1,1,1,0,0,True,,83,holiday,1,0,research,tablet,holiday,93.03,218.6,25.32,57.01,0.195,0.919,347.47,173.1,0.11,0.551
user_5f0254035c1b,admin,desktop,2,1,2,2,2,True,,47,exam,0,2,faculty,tablet,exam,100.06,172.99,35.71,49.62,0.22,0.826,375.08,104.95,0.258,0.25
user_b4ee33f80640,undergraduate,desktop,0,0,3,1,1,True,,79,holiday,2,0,graduate,desktop,holiday,97.45,158.06,28.01,49.45,0.095,0.739,538.29,123.66,0.124,0.467
user_45fe4c4c070c,research,laptop,2,1,4,1,1,True,,63,exam,0,1,research,laptop,exam,100.57,240.76,40.98,64.46,0.228,0.941,560.25,124.64,0.183,0.236
user_492f489a75ce,admin,mobile,0,0,0,1,1,True,,84,exam,0,2,graduate,tablet,exam,81.52,231.08,58.86,78.07,0.106,0.874,330.04,137.05,0.114,0.433
user_1ada73008c40,graduate,desktop,2,0,4,1,2,True,,72,exam,2,1,admin,mobile,exam,83.65,156.13,35.12,50.51,0.157,0.795,493.28,138.57,0.3,0.567
user_3869b1d52247,admin,laptop,1,1,2,0,2,True,,74,holiday,0,0,faculty,mobile,holiday,89.72,220.06,45.16,86.59,0.214,0.776,545.14,177.47,0.224,0.284
user_701efc08d872,graduate,mobile,0,1,3,0,0,True,,104,holiday,1,1,undergraduate,tablet,holiday,95.73,227.8,50.08,47.27,0.214,0.919,561.45,166.23,0.307,0.445
user_9698d9465903,faculty,mobile,3,1,3,0,1,True,,93,exam,2,2,faculty,laptop,exam,111.61,224.07,40.58,73.14,0.087,0.83,396.54,152.88,0.103,0.397
user_6dbdc732f200,faculty,mobile,1,1,3,2,1,True,,36,exam,2,2,admin,mobile,exam,83.31,196.42,48.29,82.76,0.16,0.913,586.56,131.04,0.211,0.533
user_e94d0fcd2a5c,admin,tablet,1,0,3,1,0,True,,33,regular_term,0,0,research,tablet,regular_term,93.51,166.83,28.63,48.24,0.166,0.787,375.45,140.98,0.172,0.248
user_dc0dbfb5af6d,faculty,laptop,0,1,0,0,0,True,,65,regular_term,0,2,graduate,desktop,regular_term,85.26,209.22,53.14,72.91,0.24,0.858,324.7,125.87,0.166,0.366
user_07395b9b1b65,research,desktop,0,1,2,1,2,True,,82,regular_term,2,1,graduate,desktop,regular_term,107.69,238.53,41.28,69.69,0.05,0.739,575.41,154.44,0.111,0.511
user_d501c5489c57,admin,tablet,3,0,4,2,2,False,,95,holiday,0,2,research,mobile,holiday,109.68,187.74,22.46,65.26,0.147,0.874,304.02,179.84,0.27,0.577
user_a6d65b3ff74b,faculty,mobile,3,1,4,2,0,True,,76,regular_term,1,2,admin,laptop,regular_term,111.0,217.8,30.61,86.43,0.23,0.817,588.61,128.59,0.384,0.376
user_c14113692425,faculty,laptop,0,1,3,0,2,True,,62,regular_term,2,0,faculty,mobile,regular_term,95.26,203.98,42.31,51.63,0.118,0.827,313.85,105.28,0.173,0.458
user_dbf46c78c0fc,research,tablet,1,1,0,1,0,True,,19,exam,2,1,faculty,mobile,exam,94.07,240.48,41.11,63.64,0.058,0.824,484.11,165.1,0.327,0.512
user_af8921ba6625,faculty,desktop,3,0,4,2,0,False,,86,holiday,2,1,admin,mobile,holiday,85.77,187.59,52.43,47.86,0.168,0.906,365.49,117.68,0.342,0.332
user_a3939dae30b2,faculty,mobile,0,0,2,1,3,True,,68,holiday,1,1,undergraduate,laptop,holiday,98.98,179.35,33.14,56.47,0.17,0.727,438.25,158.73,0.294,0.396
user_13e392e7c7b0,undergraduate,mobile,3,0,2,2,2,False,,115,holiday,0,2,research,tablet,holiday,99.51,190.72,37.65,60.64,0.291,0.843,542.97,149.09,0.34,0.347
user_6abf5d45119c,undergraduate,laptop,1,1,4,1,3,True,,100,regular_term,2,1,undergraduate,tablet,regular_term,82.15,206.85,53.15,55.24,0.125,0.775,477.46,145.27,0.164,0.454
user_4cddec374b43,research,laptop,0,0,4,2,0,False,,47,exam,1,2,graduate,tablet,exam,107.15,236.38,43.2,67.22,0.276,0.872,420.25,112.2,0.28,0.584
user_82788b2c7ff9,graduate,laptop,2,0,2,2,1,True,,45,regular_term,0,0,research,desktop,regular_term,95.83,232.14,27.17,71.75,0.251,0.876,330.67,121.05,0.176,0.281
user_2b1e56a4e443,faculty,laptop,2,1,3,2,1,True,,76,exam,2,1,admin,mobile,exam,119.5,181.22,24.35,44.7,0.218,0.943,398.56,151.88,0.394,0.385
user_ecead69c5de2,admin,desktop,2,1,1,2,0,False,,86,regular_term,2,1,admin,mobile,regular_term,112.64,210.98,50.33,67.08,0.134,0.727,443.09,143.54,0.19,0.497
user_cba2df32d139,research,laptop,3,0,2,1,1,True,,85,regular_term,1,0,research,desktop,regular_term,110.19,188.15,54.2,76.05,0.295,0.856,552.07,133.05,0.158,0.442
user_0beb05f7e704,research,mobile,0,0,4,2,3,True,,92,holiday,2,1,admin,laptop,holiday,84.57,190.48,22.22,68.67,0.159,0.835,373.56,108.52,0.144,0.524
user_f756625dd908,undergraduate,desktop,3,0,1,2,0,True,,83,holiday,1,0,research,laptop,holiday,81.64,176.31,37.19,66.87,0.124,0.838,409.5,178.93,0.132,0.227
user_7317d027c5bf,undergraduate,desktop,3,1,4,0,1,True,,114,exam,2,0,undergraduate,tablet,exam,90.25,204.18,42.25,75.68,0.216,0.77,500.41,149.27,0.349,0.431
user_01b361d8c89d,undergraduate,tablet,3,0,4,1,3,True,,19,regular_term,1,1,research,tablet,regular_term,112.35,248.33,24.46,49.28,0.25,0.887,317.92,101.82,0.142,0.244
user_940d8e0f12a5,faculty,mobile,1,0,2,0,2,True,,93,regular_term,1,2,research,desktop,regular_term,82.36,238.47,34.92,65.78,0.297,0.877,502.18,136.63,0.329,0.399
user_211384627787,admin,tablet,0,0,4,2,0,False,,19,holiday,1,1,graduate,desktop,holiday,90.66,170.08,29.97,55.89,0.275,0.84,535.01,122.54,0.331,0.205
user_0de1de4f8433,research,tablet,3,1,1,0,2,True,,72,holiday,0,2,graduate,laptop,holiday,95.72,179.37,45.26,74.66,0.271,0.93,559.42,162.49,0.119,0.317
user_664a473fc6e9,research,laptop,2,1,3,2,2,True,,84,regular_term,2,1,graduate,laptop,regular_term,115.11,239.22,37.68,43.16,0.223,0.886,521.28,126.35,0.234,0.337
user_317f7e1e5275,graduate,tablet,2,0,2,1,1,False,,64,holiday,2,2,admin,laptop,holiday,110.26,173.46,48.08,74.18,0.059,0.729,354.6,134.69,0.212,0.256
user_d2dfcbddba53,research,laptop,3,1,3,2,1,True,,54,exam,1,0,faculty,desktop,exam,80.46,210.21,20.23,63.42,0.275,0.949,519.18,140.27,0.159,0.316
user_8d4ea4c0678e,faculty,desktop,1,0,2,1,3,False,,100,regular_term,1,2,research,laptop,regular_term,93.66,220.22,59.46,67.94,0.161,0.944,456.52,106.17,0.184,0.311
user_49d698414a26,graduate,laptop,2,0,3,1,2,True,,116,exam,0,2,faculty,tablet,exam,85.26,173.4,35.83,83.35,0.286,0.71,439.81,100.68,0.248,0.244
user_4785e56517fd,admin,mobile,2,0,1,2,3,True,,89,regular_term,2,0,research,mobile,regular_term,100.51,241.46,56.35,44.3,0.159,0.715,566.89,156.25,0.192,0.441
user_caf86d54426f,undergraduate,mobile,3,1,4,1,1,True,,16,exam,1,2,graduate,laptop,exam,94.79,213.0,43.14,49.42,0.187,0.756,514.29,144.04,0.292,0.286
user_5d3cc1624b59,research,mobile,2,1,4,2,3,True,,112,holiday,0,1,faculty,laptop,holiday,108.13,192.25,23.87,82.1,0.134,0.801,412.84,165.37,0.348,0.513
user_cc745b454c49,undergraduate,desktop,0,1,4,0,3,True,,68,holiday,1,1,admin,mobile,holiday,84.28,154.54,56.34,59.6,0.134,0.902,331.96,178.24,0.135,0.228
user_8dd372a284f0,research,desktop,1,0,0,0,1,True,,98,holiday,0,2,admin,laptop,holiday,89.84,238.45,58.51,49.61,0.252,0.741,301.68,178.53,0.156,0.535
